Date,Monitoring_Year,Names,Bay,Quadrat,Habitat,quadrat_code,Point_intercept,Benthic_Substrate,First_Hit,Last_Hit,Hit_1,Hit_1adj,Hit_2,Hit_3,Hit_4,Hit_5,Hit_6,Hit_7,Hit_8,Hit_9,Hit_10,Water_Depth_cm
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,3,"DRHMA, CASE, DICT, TURF-H",DRHMA,H,DRHMA,DRHMA,CASE,DICT,TURF,H,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,4,"TURF-DRHMA, DICT, CASE, H",TURF,H,TURF,TURF,DRHMA,DICT,CASE,H,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,5,"TURF- DRHMA, AMPH, H",TURF,H,TURF,TURF,DRHMA,AMPH,H,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,6,TURF-R,TURF,R,TURF,TURF,R,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,7,"#117, R",SPONGE7,R,SPONGE7,SPONGE7,R,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,8,"TURF- DRHMA, #118",TURF,H,TURF,TURF,DRHMA,UNKN1,H,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,9,"PENA, DICT, H",PENA,H,PENA,PENA,DICT,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,10,"DICT, TURF-R",DICT,R,DICT,DICT,TURF,R,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,11,AMPH-R,AMPH,R,AMPH,AMPH,R,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,12,"TURF-DRHMA, DICT-R",TURF,R,TURF,TURF,DRHMA,DICT,R,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,13,"DRHMA, DICT, AMPH-H",DRHMA,H,DRHMA,DRHMA,DICT,AMPH,H,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,14,"AMPH, TURF-H",AMPH,H,AMPH,AMPH,TURF,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,15,"DICT, TURF-H",DICT,H,DICT,DICT,TURF,H,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,16,"AMPH, CASE, R",AMPH,R,AMPH,AMPH,CASE,R,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,17,"TURF- DRHMA, DICT, AMPH-R",TURF,R,TURF,TURF,DRHMA,DICT,AMPH,R,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,18,"DRHMA, #120, #121-R",DRHMA,R,DRHMA,DRHMA,ALGA3,HALI,R,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,19,"DICT, 121, 120, AMPH, R",DICT,R,DICT,DICT,HALI,ALGA3,AMPH,R,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,20,TURF-R,TURF,R,TURF,TURF,R,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,21,"S, R",S,R,S,S,R,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,22,"120, 122, R",ALGA3,R,ALGA3,ALGA3,UKN,R,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,23,"120, AMPH, R",ALGA3,R,ALGA3,ALGA3,AMPH,R,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,24,"AMPH, TURF-R",AMPH,R,AMPH,AMPH,TURF,R,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,25,"DICT, 120, S, R",DICT,R,DICT,DICT,ALGA3,S,R,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,26,120-R,ALGA3,R,ALGA3,ALGA3,R,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,27,"TURF- RHMA, 120-R",TURF,R,TURF,TURF,RHMA,ALGA3,R,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,28,"TURF-DRHMA, DICT, 120, AMPH, 124, RAMI, R",TURF,R,TURF,TURF,DRHMA,DICT,ALGA3,AMPH,SPONGE8,RAMI,R,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,29,"TURF, CCA-R",TURF,R,TURF,TURF,CCA,R,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,30,"120, AMPH, R",ALGA3,R,ALGA3,ALGA3,AMPH,R,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,31,"DRHMA, DICT, CASE-R",DRHMA,R,DRHMA,DRHMA,DICT,CASE,R,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,32,"PENA, 120, R",PENA,R,PENA,PENA,ALGA3,R,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,33,"120, AMPH, R",ALGA3,R,ALGA3,ALGA3,AMPH,R,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,34,"PENA, DICT, AMPH",PENA,R,PENA,PENA,DICT,AMPH,R,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,35,"AMPH, TURF-AMPH, R",AMPH,R,AMPH,AMPH,TURF,AMPH,R,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,36,"120, AMPH, R",ALGA3,R,ALGA3,ALGA3,AMPH,R,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,37,"DRHMA, AMPH, R",DRHMA,R,DRHMA,DRHMA,AMPH,R,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,38,"TURF-DRHMA, 120, DICT, R",TURF,R,TURF,TURF,DRHMA,ALGA3,DICT,R,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,39,"120, TURF-120, R",ALGA3,R,ALGA3,ALGA3,TURF,ALGA3,R,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,40,"120, RAMI-R",ALGA3,R,ALGA3,ALGA3,RAMI,R,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,41,"DRHMA, 120, RAMI-R",DRHMA,R,DRHMA,DRHMA,ALGA3,RAMI,R,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,42,"120, PENA, RAMI-R",ALGA3,R,ALGA3,ALGA3,PENA,RAMI,R,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,43,"143, R",CASP,R,CASP,CASP,R,,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,44,"DICT, AMPH, R",DICT,R,DICT,DICT,AMPH,R,,,,,,,,
12/13/22,1,"LU, LP, EH",Water Creek,U2,Debris,WCU2,45,"TURF-AMPH, S, H",TURF,H,TURF,TURF,AMPH,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,1,"LRHMA, DICT, S, HB",DICT,H,LRHMA,DICT,DICT,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,2,"LRHMA, DICT, S, HB",DICT,H,LRHMA,DICT,DICT,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,3,"LRHMA, UDOT, S, HB",UDOT,H,LRHMA,UDOT,UDOT,S,H,,,,,,,145
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,4,"LRHMA, DICT, S, HB",DICT,H,LRHMA,DICT,DICT,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,5,"LRHMA, S, HB",S,H,LRHMA,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,6,"LRHMA, S, HB",S,H,LRHMA,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,7,"LRHMA, PENA, S, HB",PENA,H,LRHMA,PENA,PENA,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,8,"LRHMA, PENA, S, HB",PENA,H,LRHMA,PENA,PENA,S,H,,,,,,,140
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,9,"LRHMA, S, HB",S,H,LRHMA,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,10,"LRHMA, HAST, S, HB",HAST,H,LRHMA,HAST,HAST,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,11,"LRHMA, S, HB",S,H,LRHMA,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,12,"LRHMA, DICT, S, HB",DICT,H,LRHMA,DICT,DICT,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,13,"LRHMA, DICT, PENA, S, HB",DICT,H,LRHMA,DICT,DICT,PENA,S,H,,,,,,136
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,14,"LRHMA, DICT, S, HB",DICT,H,LRHMA,DICT,DICT,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,15,"LRHMA, PENA, S, HB",DICT,H,LRHMA,DICT,DICT,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,16,"LRHMA, S, HB",S,H,LRHMA,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,17,"LRHMA, PENA, S, HB",PENA,H,LRHMA,PENA,PENA,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,18,"LRHMA, PENA, DICT, S, HB",PENA,H,LRHMA,PENA,PENA,DICT,S,H,,,,,,133
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,19,"LRHMA, DICT, S, HB",DICT,H,LRHMA,DICT,DICT,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,20,"LRHMA, DICT, S, HB",DICT,H,LRHMA,DICT,DICT,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,21,"LRHMA, S, HB",S,H,LRHMA,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,22,"LRHMA, DICT, S, HB",DICT,H,LRHMA,DICT,DICT,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,23,"LRHMA, DICT, S, HB",DICT,H,LRHMA,DICT,DICT,S,H,,,,,,,133
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,24,"LRHMA, DICT, S, HB",DICT,H,LRHMA,DICT,DICT,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,25,"LRHMA, S, HB",S,H,LRHMA,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,26,"LRHMA, S, HB",S,H,LRHMA,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,27,"LRHMA, S, HB",S,H,LRHMA,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,28,"LRHMA, S, HB",S,H,LRHMA,S,S,H,,,,,,,,130
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,29,"LRHMA, S, HB",S,H,LRHMA,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,30,"LRHMA, DICT, S, HB",DICT,H,LRHMA,DICT,DICT,S,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,31,"LRHMA, S, TURF, HB",S,H,LRHMA,S,S,TURF,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,32,"LRHMA, S, TURF, HB",S,H,LRHMA,S,S,TURF,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,33,"LRHMA, S, TURF, HB",S,H,LRHMA,S,S,TURF,H,,,,,,,119
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,34,"LRHMA, S, TURF, HB",S,H,LRHMA,S,S,TURF,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,35,"LRHMA, S, TURF, HB",S,H,LRHMA,S,S,TURF,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,36,"LRHMA, S, TURF, HB",S,H,LRHMA,S,S,TURF,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,37,"LRHMA, S, TURF, HB",S,H,LRHMA,S,S,TURF,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,38,"LRHMA, TURF-P, S-HB",TURF,H,LRHMA,TURF,TURF,P,S,H,,,,,,89
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,39,"LRHMA, S, TURF, HB",S,H,LRHMA,S,S,TURF,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,40,"LRHMA, S, TURF, HB",S,H,LRHMA,S,S,TURF,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,41,"LRHMA, S, TURF, HB",S,H,LRHMA,S,S,TURF,H,,,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,42,"LRHMA, TURF-P, S, TURF-HB",TURF,H,LRHMA,TURF,TURF,P,S,TURF,H,,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,43,"LRHMA, #192 - P, S, TURF, HB",SPONGE3,H,LRHMA,SPONGE3,SPONGE3,P,S,TURF,H,,,,,83
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,44,"LRHMA, TURF, ISAL-P, S, TURF-HB",TURF,H,LRHMA,TURF,TURF,ISAL,P,S,TURF,H,,,,
1/6/23,2,LU,Water Creek,S1,Fringe,WCS1,45,"LRHMA, TURF, #193  - P, S, TURF - HB",TURF,H,LRHMA,TURF,TURF,CLCU,P,S,TURF,H,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,1,"S, HB",S,H,S,S,H,,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,2,"HAST, S, HB",S,H,HAST,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,3,"CASE, S, HB",S,H,CASE,S,S,H,,,,,,,,135
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,4,"HAST, S, HB",S,H,HAST,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,5,"HAST, S, HB",S,H,HAST,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,6,"HAST, S, HB",S,H,HAST,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,7,"HAST, S, HB",S,H,HAST,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,8,"HAST, HB",H,H,HAST,H,H,,,,,,,,,123
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,9,"HAST, S, HB",S,H,HAST,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,10,"S, HB",H,H,S,H,H,,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,11,R,R,H,R,R,,,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,12,R,R,R,R,R,,,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,13,"HAST, HB",H,H,HAST,H,H,,,,,,,,,118
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,14,"HAST, S, HB",S,H,HAST,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,15,"HAST, CASE, S, HB",CASE,H,HAST,CASE,CASE,S,H,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,16,"HAST, S, HB",S,H,HAST,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,17,"HAST, S, HB",S,H,HAST,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,18,"HAST, S, HB",S,H,HAST,S,S,H,,,,,,,,114
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,19,"PENA, HAST, S, HB",HAST,H,PENA,HAST,HAST,S,H,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,20,"HAST, S, HB",S,H,HAST,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,21,"TURF, HB",H,H,TURF,H,H,,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,22,"TURF, HB",H,H,TURF,H,H,,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,23,"JAAD, HAST, S, HB",HAST,H,JAAD,HAST,HAST,S,H,,,,,,,93
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,24,"HAST, S, HB",S,H,HAST,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,25,"HAST, PENA, S, HB",PENA,H,HAST,PENA,PENA,S,H,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,26,"TURF, HB",H,H,TURF,H,H,,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,27,"TURF, HB",H,H,TURF,H,H,,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,28,"TURF, HB",H,H,TURF,H,H,,,,,,,,,58
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,29,"TURF, HB",H,H,TURF,H,H,,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,30,"HAST, S, HB",S,H,HAST,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,31,"TURF, HB",H,H,TURF,H,H,,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,32,"TURF, HB",H,H,TURF,H,H,,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,33,"TURF, HB",H,H,TURF,H,H,,,,,,,,,43
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,34,"#183, TURF, HB",TURF,H,ALGA4,TURF,TURF,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,35,"TURF, HB",H,H,TURF,H,H,,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,36,"PENA, TURF, HB",TURF,H,PENA,TURF,TURF,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,37,"PENA, TURF, HB",TURF,H,PENA,TURF,TURF,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,38,"DRHMA,  HAST, TURF- HB",HAST,H,DRHMA,HAST,HAST,TURF,H,,,,,,,38
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,39,"HAST, TURF, HB",TURF,H,HAST,TURF,TURF,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,40,"TURF, HB",H,H,TURF,H,H,,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,41,"TURF, HB",H,H,TURF,H,H,,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,42,"DRHMA, TURF-HB",TURF,H,DRHMA,TURF,TURF,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,43,"DRHMA, TURF-HB",TURF,H,DRHMA,TURF,TURF,H,,,,,,,,33
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,44,"DRHMA, TURF-HB",TURF,H,DRHMA,TURF,TURF,H,,,,,,,,
1/6/23,2,LU,Water Creek,U1,Debris,WCU1,45,"DRHMA, TURF-HB",TURF,H,DRHMA,TURF,TURF,H,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,1,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,2,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,3,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,124
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,4,"LRHMA, DICT, HAST, S",DICT,S,LRHMA,DICT,DICT,HAST,S,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,5,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,6,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,7,"LRHMA, DICT, S",DICT,S,LRHMA,DICT,DICT,S,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,8,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,114
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,9,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,10,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,11,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,12,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,13,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,100
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,14,"LRHMA, PENA, S",PENA,S,LRHMA,PENA,PENA,S,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,15,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,16,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,17,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,18,"LRHMA, TURF, MDM , S",TURF,S,LRHMA,TURF,TURF,MDM,S,,,,,,,98
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,19,"LRHMA, TURF, MDM, S",TURF,S,LRHMA,TURF,TURF,MDM,S,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,20,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,21,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,22,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,23,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,87
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,24,"LRHMA, HAST, S",HAST,S,LRHMA,HAST,HAST,S,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,25,"LRHMA, DICT, HAST, S",DICT,S,LRHMA,DICT,DICT,HAST,S,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,26,"LRHMA, TURF, DRHMA, S",TURF,S,LRHMA,TURF,TURF,DRHMA,S,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,27,"LRHMA, S",S,S,LRHMA,S,S,,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,28,"LRHMA, #154, R",CASP,R,LRHMA,CASP,CASP,R,,,,,,,,72
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,29,"LRHMA, S, HB",S,H,LRHMA,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,30,"LRHMA, S, HB",S,H,LRHMA,S,S,H,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,31,"LRHMA, TURF, HB",TURF,H,LRHMA,TURF,TURF,H,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,32,"LRHMA, TURF, #158 - P, TURF, HB",TURF,H,LRHMA,TURF,TURF,TUNI,P,TURF,H,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,33,"LRHMA, HAST, ISAL,HB",HAST,H,LRHMA,HAST,HAST,ISAL,H,,,,,,,57
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,34,"LRHMA, SSID, HB",SSID,H,LRHMA,SSID,SSID,H,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,35,"LRHMA, TURF, HB",TURF,H,LRHMA,TURF,TURF,H,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,36,"LRHMA, HAST, HB",TURF,H,LRHMA,TURF,TURF,H,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,37,"LRHMA, TURF, HB",TURF,H,LRHMA,TURF,TURF,H,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,38,"LRHMA, HAST, HB",HAST,H,LRHMA,HAST,HAST,H,,,,,,,,51
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,39,"LRHMA, HAST, HB",HAST,H,LRHMA,HAST,HAST,H,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,40,"LRHMA, TURF, HB",TURF,H,LRHMA,TURF,TURF,H,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,41,"LRHMA, TURF, HB",TURF,H,LRHMA,TURF,TURF,H,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,42,"LRHMA, HAST, HB",HAST,H,LRHMA,HAST,HAST,H,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,43,"LRHMA, TURF, HB",TURF,H,LRHMA,TURF,TURF,H,,,,,,,,49
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,44,"LRHMA, 167, HB",SPONGE9,H,LRHMA,SPONGE9,SPONGE9,H,,,,,,,,
1/6/23,2,LU,Water Creek,S2,Fringe,WCS2,45,"LRHMA, PICA,  HB",PICA,H,LRHMA,PICA,PICA,H,,,,,,,,
